python train_mvcnn.py -name mvcnn -num_models 1000 -weight_decay 0.001 -num_views 12 -cnn_name vgg11
pretraining:  True
WARNING: summary folder already exists!! It will be overwritten!!
SVCNN(
  (net_1): Sequential(
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): ReLU(inplace=True)
    (2): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (4): ReLU(inplace=True)
    (5): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (6): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (7): ReLU(inplace=True)
    (8): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (9): ReLU(inplace=True)
    (10): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (11): Conv2d(256, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (12): ReLU(inplace=True)
    (13): Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (14): ReLU(inplace=True)
    (15): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (16): Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (17): ReLU(inplace=True)
    (18): Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (19): ReLU(inplace=True)
    (20): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (net_2): Sequential(
    (0): Linear(in_features=25088, out_features=4096, bias=True)
    (1): ReLU(inplace=True)
    (2): Dropout(p=0.5, inplace=False)
    (3): Linear(in_features=4096, out_features=4096, bias=True)
    (4): ReLU(inplace=True)
    (5): Dropout(p=0.5, inplace=False)
    (6): Linear(in_features=4096, out_features=11, bias=True)
  )
)
WARNING: summary folder already exists!! It will be overwritten!!
num_train_files: 3456
num_val_files: 1476
num_views 12
epoch 1, step 1: train_loss 2.63693; train_acc 0.00000
epoch 1, step 2: train_loss 2.29477; train_acc 0.12500
epoch 1, step 3: train_loss 2.59134; train_acc 0.00000
epoch 1, step 4: train_loss 3.27681; train_acc 0.00000
epoch 1, step 5: train_loss 1.89835; train_acc 0.50000
epoch 1, step 6: train_loss 2.49056; train_acc 0.00000
epoch 1, step 7: train_loss 2.22973; train_acc 0.25000
epoch 1, step 8: train_loss 2.71493; train_acc 0.25000
epoch 1, step 9: train_loss 2.38947; train_acc 0.25000
epoch 1, step 10: train_loss 2.26729; train_acc 0.25000
epoch 1, step 11: train_loss 2.79302; train_acc 0.12500
epoch 1, step 12: train_loss 2.57247; train_acc 0.25000
epoch 1, step 13: train_loss 2.25671; train_acc 0.12500
epoch 1, step 14: train_loss 2.09695; train_acc 0.12500
epoch 1, step 15: train_loss 2.38023; train_acc 0.00000
epoch 1, step 16: train_loss 2.11860; train_acc 0.25000
epoch 1, step 17: train_loss 2.32769; train_acc 0.12500
epoch 1, step 18: train_loss 1.90231; train_acc 0.50000
epoch 1, step 19: train_loss 2.32805; train_acc 0.00000
epoch 1, step 20: train_loss 1.77694; train_acc 0.50000
epoch 1, step 21: train_loss 1.95510; train_acc 0.25000
epoch 1, step 22: train_loss 1.83383; train_acc 0.62500
epoch 1, step 23: train_loss 2.06874; train_acc 0.12500
epoch 1, step 24: train_loss 2.36703; train_acc 0.37500
epoch 1, step 25: train_loss 1.73773; train_acc 0.50000
epoch 1, step 26: train_loss 1.69754; train_acc 0.50000
epoch 1, step 27: train_loss 2.15165; train_acc 0.25000
epoch 1, step 28: train_loss 1.94064; train_acc 0.25000
epoch 1, step 29: train_loss 1.81926; train_acc 0.50000
epoch 1, step 30: train_loss 1.64438; train_acc 0.87500
epoch 1, step 31: train_loss 2.11052; train_acc 0.37500
epoch 1, step 32: train_loss 2.16618; train_acc 0.12500
epoch 1, step 33: train_loss 1.84354; train_acc 0.37500
epoch 1, step 34: train_loss 2.30471; train_acc 0.25000
epoch 1, step 35: train_loss 1.61177; train_acc 0.50000
epoch 1, step 36: train_loss 2.32196; train_acc 0.37500
Total # of test models:  123
val mean class acc. :  0.3797963400236128
val overall acc. :  0.6178862
val loss :  1.603126421570778
num_views 12
epoch 2, step 1: train_loss 1.59642; train_acc 0.50000
epoch 2, step 2: train_loss 1.87174; train_acc 0.50000
epoch 2, step 3: train_loss 1.29509; train_acc 0.62500
epoch 2, step 4: train_loss 1.56116; train_acc 0.37500
epoch 2, step 5: train_loss 2.04648; train_acc 0.25000
epoch 2, step 6: train_loss 1.72122; train_acc 0.37500
epoch 2, step 7: train_loss 1.95613; train_acc 0.37500
epoch 2, step 8: train_loss 1.58936; train_acc 0.37500
epoch 2, step 9: train_loss 1.61639; train_acc 0.62500
epoch 2, step 10: train_loss 1.48081; train_acc 0.62500
epoch 2, step 11: train_loss 1.63665; train_acc 0.75000
epoch 2, step 12: train_loss 1.64898; train_acc 0.50000
epoch 2, step 13: train_loss 1.14820; train_acc 0.75000
epoch 2, step 14: train_loss 1.64542; train_acc 0.50000
epoch 2, step 15: train_loss 1.78823; train_acc 0.37500
epoch 2, step 16: train_loss 2.03845; train_acc 0.37500
epoch 2, step 17: train_loss 1.82727; train_acc 0.50000
epoch 2, step 18: train_loss 1.61850; train_acc 0.37500
epoch 2, step 19: train_loss 1.22639; train_acc 0.50000
epoch 2, step 20: train_loss 1.39093; train_acc 0.62500
epoch 2, step 21: train_loss 1.84613; train_acc 0.37500
epoch 2, step 22: train_loss 1.54157; train_acc 0.62500
epoch 2, step 23: train_loss 1.51852; train_acc 0.62500
epoch 2, step 24: train_loss 1.64982; train_acc 0.75000
epoch 2, step 25: train_loss 1.22679; train_acc 0.62500
epoch 2, step 26: train_loss 0.73586; train_acc 0.87500
epoch 2, step 27: train_loss 2.07069; train_acc 0.25000
epoch 2, step 28: train_loss 1.16134; train_acc 0.50000
