python train_mvcnn.py -name mvcnn -num_models 1000 -weight_decay 0.001 -num_views 12 -cnn_name vgg11
pretraining:  True
WARNING: summary folder already exists!! It will be overwritten!!
WARNING: summary folder already exists!! It will be overwritten!!
num_train_files: 7932
num_val_files: 3324
epoch 1, step 1: train_loss 1.89707; train_acc 0.25000
epoch 1, step 2: train_loss 2.83781; train_acc 0.00000
epoch 1, step 3: train_loss 2.33475; train_acc 0.12500
epoch 1, step 4: train_loss 2.64604; train_acc 0.00000
epoch 1, step 5: train_loss 3.25642; train_acc 0.12500
epoch 1, step 6: train_loss 2.34043; train_acc 0.12500
epoch 1, step 7: train_loss 2.25026; train_acc 0.12500
epoch 1, step 8: train_loss 2.33673; train_acc 0.25000
epoch 1, step 9: train_loss 2.14636; train_acc 0.00000
epoch 1, step 10: train_loss 2.26794; train_acc 0.12500
epoch 1, step 11: train_loss 2.55543; train_acc 0.12500
epoch 1, step 12: train_loss 1.81492; train_acc 0.25000
epoch 1, step 13: train_loss 2.08109; train_acc 0.25000
epoch 1, step 14: train_loss 1.87876; train_acc 0.37500
epoch 1, step 15: train_loss 1.88478; train_acc 0.50000
epoch 1, step 16: train_loss 2.15794; train_acc 0.12500
epoch 1, step 17: train_loss 1.87584; train_acc 0.25000
epoch 1, step 18: train_loss 2.25711; train_acc 0.00000
epoch 1, step 19: train_loss 1.91801; train_acc 0.12500
epoch 1, step 20: train_loss 2.11248; train_acc 0.25000
epoch 1, step 21: train_loss 2.10425; train_acc 0.12500
epoch 1, step 22: train_loss 1.92230; train_acc 0.37500
epoch 1, step 23: train_loss 1.94025; train_acc 0.25000
epoch 1, step 24: train_loss 1.72062; train_acc 0.37500
epoch 1, step 25: train_loss 1.95067; train_acc 0.50000
epoch 1, step 26: train_loss 1.97494; train_acc 0.25000
epoch 1, step 27: train_loss 1.75446; train_acc 0.37500
epoch 1, step 28: train_loss 1.93029; train_acc 0.37500
epoch 1, step 29: train_loss 2.01420; train_acc 0.37500
epoch 1, step 30: train_loss 1.92601; train_acc 0.12500
epoch 1, step 31: train_loss 2.43308; train_acc 0.12500
epoch 1, step 32: train_loss 1.29424; train_acc 0.50000
epoch 1, step 33: train_loss 2.05541; train_acc 0.37500
epoch 1, step 34: train_loss 2.46144; train_acc 0.00000
epoch 1, step 35: train_loss 1.90640; train_acc 0.37500
epoch 1, step 36: train_loss 2.00472; train_acc 0.37500
epoch 1, step 37: train_loss 1.44559; train_acc 0.50000
epoch 1, step 38: train_loss 1.77741; train_acc 0.50000
epoch 1, step 39: train_loss 1.77142; train_acc 0.25000
epoch 1, step 40: train_loss 1.65855; train_acc 0.50000
epoch 1, step 41: train_loss 1.98677; train_acc 0.50000
epoch 1, step 42: train_loss 1.84856; train_acc 0.37500
epoch 1, step 43: train_loss 1.40090; train_acc 0.37500
epoch 1, step 44: train_loss 1.69323; train_acc 0.37500
epoch 1, step 45: train_loss 1.40766; train_acc 0.62500
epoch 1, step 46: train_loss 2.19636; train_acc 0.25000
epoch 1, step 47: train_loss 1.52113; train_acc 0.50000
epoch 1, step 48: train_loss 1.86530; train_acc 0.12500
epoch 1, step 49: train_loss 1.44884; train_acc 0.62500
epoch 1, step 50: train_loss 1.37292; train_acc 0.62500
epoch 1, step 51: train_loss 2.05423; train_acc 0.12500
epoch 1, step 52: train_loss 1.67561; train_acc 0.37500
epoch 1, step 53: train_loss 1.81790; train_acc 0.37500
epoch 1, step 54: train_loss 1.86511; train_acc 0.00000
epoch 1, step 55: train_loss 1.53072; train_acc 0.37500
epoch 1, step 56: train_loss 1.15000; train_acc 0.87500
epoch 1, step 57: train_loss 1.75898; train_acc 0.12500
epoch 1, step 58: train_loss 1.86338; train_acc 0.37500
epoch 1, step 59: train_loss 1.52976; train_acc 0.37500
epoch 1, step 60: train_loss 1.84616; train_acc 0.37500
epoch 1, step 61: train_loss 1.46734; train_acc 0.50000
epoch 1, step 62: train_loss 1.92581; train_acc 0.25000
epoch 1, step 63: train_loss 1.66934; train_acc 0.37500
epoch 1, step 64: train_loss 1.29946; train_acc 0.62500
epoch 1, step 65: train_loss 1.92840; train_acc 0.25000
epoch 1, step 66: train_loss 1.68449; train_acc 0.12500
