python train_mvcnn.py -name mvcnn -num_models 1000 -weight_decay 0.001 -num_views 12 -cnn_name vgg11
pretraining:  True
WARNING: summary folder already exists!! It will be overwritten!!
WARNING: summary folder already exists!! It will be overwritten!!
num_train_files: 7932
num_val_files: 3324
epoch 1, step 1: train_loss 2.22737; train_acc 0.00000
epoch 1, step 2: train_loss 2.15085; train_acc 0.12500
epoch 1, step 3: train_loss 2.48037; train_acc 0.00000
epoch 1, step 4: train_loss 2.42794; train_acc 0.00000
epoch 1, step 5: train_loss 2.37962; train_acc 0.25000
epoch 1, step 6: train_loss 2.55806; train_acc 0.12500
epoch 1, step 7: train_loss 1.99322; train_acc 0.37500
epoch 1, step 8: train_loss 1.94018; train_acc 0.37500
epoch 1, step 9: train_loss 2.10271; train_acc 0.00000
epoch 1, step 10: train_loss 2.02271; train_acc 0.12500
epoch 1, step 11: train_loss 2.23842; train_acc 0.12500
epoch 1, step 12: train_loss 2.30943; train_acc 0.00000
epoch 1, step 13: train_loss 2.34846; train_acc 0.12500
epoch 1, step 14: train_loss 2.15035; train_acc 0.12500
epoch 1, step 15: train_loss 1.87881; train_acc 0.37500
epoch 1, step 16: train_loss 1.97227; train_acc 0.12500
epoch 1, step 17: train_loss 1.78635; train_acc 0.12500
epoch 1, step 18: train_loss 2.53199; train_acc 0.12500
epoch 1, step 19: train_loss 2.20667; train_acc 0.00000
epoch 1, step 20: train_loss 2.09376; train_acc 0.12500
epoch 1, step 21: train_loss 2.17418; train_acc 0.12500
epoch 1, step 22: train_loss 1.91527; train_acc 0.37500
epoch 1, step 23: train_loss 1.88504; train_acc 0.25000
epoch 1, step 24: train_loss 1.93318; train_acc 0.12500
epoch 1, step 25: train_loss 1.98248; train_acc 0.25000
epoch 1, step 26: train_loss 1.93244; train_acc 0.25000
epoch 1, step 27: train_loss 2.05206; train_acc 0.25000
epoch 1, step 28: train_loss 1.92978; train_acc 0.25000
epoch 1, step 29: train_loss 2.04044; train_acc 0.25000
epoch 1, step 30: train_loss 1.65532; train_acc 0.12500
epoch 1, step 31: train_loss 2.11756; train_acc 0.00000
epoch 1, step 32: train_loss 1.46059; train_acc 0.62500
epoch 1, step 33: train_loss 1.61869; train_acc 0.50000
epoch 1, step 34: train_loss 2.28255; train_acc 0.00000
epoch 1, step 35: train_loss 1.56226; train_acc 0.50000
epoch 1, step 36: train_loss 1.70174; train_acc 0.25000
epoch 1, step 37: train_loss 1.52600; train_acc 0.37500
epoch 1, step 38: train_loss 1.49644; train_acc 0.62500
epoch 1, step 39: train_loss 1.57496; train_acc 0.37500
epoch 1, step 40: train_loss 1.82191; train_acc 0.37500
epoch 1, step 41: train_loss 1.87557; train_acc 0.37500
epoch 1, step 42: train_loss 2.03229; train_acc 0.12500
epoch 1, step 43: train_loss 1.62957; train_acc 0.37500
epoch 1, step 44: train_loss 1.72827; train_acc 0.37500
epoch 1, step 45: train_loss 1.64876; train_acc 0.62500
epoch 1, step 46: train_loss 2.09442; train_acc 0.25000
epoch 1, step 47: train_loss 1.74005; train_acc 0.25000
epoch 1, step 48: train_loss 1.72021; train_acc 0.62500
epoch 1, step 49: train_loss 1.70870; train_acc 0.50000
epoch 1, step 50: train_loss 1.38791; train_acc 0.50000
epoch 1, step 51: train_loss 1.69233; train_acc 0.25000
epoch 1, step 52: train_loss 1.72308; train_acc 0.25000
epoch 1, step 53: train_loss 1.88357; train_acc 0.25000
epoch 1, step 54: train_loss 1.72082; train_acc 0.00000
epoch 1, step 55: train_loss 1.64472; train_acc 0.50000
epoch 1, step 56: train_loss 1.55051; train_acc 0.37500
epoch 1, step 57: train_loss 1.68412; train_acc 0.37500
epoch 1, step 58: train_loss 1.91440; train_acc 0.25000
epoch 1, step 59: train_loss 1.45628; train_acc 0.37500
epoch 1, step 60: train_loss 2.01535; train_acc 0.25000
epoch 1, step 61: train_loss 1.40429; train_acc 0.62500
epoch 1, step 62: train_loss 1.95695; train_acc 0.25000
epoch 1, step 63: train_loss 1.39820; train_acc 0.62500
epoch 1, step 64: train_loss 1.19246; train_acc 0.62500
epoch 1, step 65: train_loss 1.67715; train_acc 0.37500
epoch 1, step 66: train_loss 1.75098; train_acc 0.25000
epoch 1, step 67: train_loss 1.14219; train_acc 0.62500
epoch 1, step 68: train_loss 1.80420; train_acc 0.25000
epoch 1, step 69: train_loss 1.47748; train_acc 0.62500
epoch 1, step 70: train_loss 1.54080; train_acc 0.62500
epoch 1, step 71: train_loss 1.14243; train_acc 0.62500
epoch 1, step 72: train_loss 1.39355; train_acc 0.37500
epoch 1, step 73: train_loss 1.50421; train_acc 0.50000
epoch 1, step 74: train_loss 1.68379; train_acc 0.62500
epoch 1, step 75: train_loss 1.43563; train_acc 0.62500
epoch 1, step 76: train_loss 1.49689; train_acc 0.62500
epoch 1, step 77: train_loss 1.68826; train_acc 0.37500
epoch 1, step 78: train_loss 1.30711; train_acc 0.37500
epoch 1, step 79: train_loss 1.45912; train_acc 0.50000
epoch 1, step 80: train_loss 1.66750; train_acc 0.25000
epoch 1, step 81: train_loss 1.63597; train_acc 0.50000
epoch 1, step 82: train_loss 1.95860; train_acc 0.12500
epoch 1, step 83: train_loss 1.60568; train_acc 0.40000
Total # of test models:  277
val mean class acc. :  0.5068316743563455
val overall acc. :  0.6137184
val loss :  1.2741141208580562
epoch 2, step 1: train_loss 1.66009; train_acc 0.50000
epoch 2, step 2: train_loss 1.59660; train_acc 0.37500
epoch 2, step 3: train_loss 1.08301; train_acc 0.50000
epoch 2, step 4: train_loss 1.44429; train_acc 0.50000
epoch 2, step 5: train_loss 1.54033; train_acc 0.37500
epoch 2, step 6: train_loss 1.90587; train_acc 0.37500
epoch 2, step 7: train_loss 1.04527; train_acc 0.62500
epoch 2, step 8: train_loss 1.32160; train_acc 0.50000
epoch 2, step 9: train_loss 1.14534; train_acc 0.75000
epoch 2, step 10: train_loss 1.62426; train_acc 0.50000
epoch 2, step 11: train_loss 0.93586; train_acc 0.75000
epoch 2, step 12: train_loss 1.35946; train_acc 0.37500
epoch 2, step 13: train_loss 1.56664; train_acc 0.37500
epoch 2, step 14: train_loss 1.33134; train_acc 0.50000
epoch 2, step 15: train_loss 1.36919; train_acc 0.37500
epoch 2, step 16: train_loss 1.27244; train_acc 0.50000
epoch 2, step 17: train_loss 1.14253; train_acc 0.62500
epoch 2, step 18: train_loss 1.21471; train_acc 0.50000
epoch 2, step 19: train_loss 1.69580; train_acc 0.25000
epoch 2, step 20: train_loss 1.15088; train_acc 0.50000
epoch 2, step 21: train_loss 0.74526; train_acc 1.00000
epoch 2, step 22: train_loss 1.85941; train_acc 0.37500
epoch 2, step 23: train_loss 0.96101; train_acc 0.50000
epoch 2, step 24: train_loss 1.36024; train_acc 0.50000
epoch 2, step 25: train_loss 1.35231; train_acc 0.50000
epoch 2, step 26: train_loss 1.15346; train_acc 0.62500
epoch 2, step 27: train_loss 1.57693; train_acc 0.37500
epoch 2, step 28: train_loss 1.51369; train_acc 0.50000
epoch 2, step 29: train_loss 1.29144; train_acc 0.37500
epoch 2, step 30: train_loss 1.43396; train_acc 0.50000
epoch 2, step 31: train_loss 1.11721; train_acc 0.62500
epoch 2, step 32: train_loss 1.20006; train_acc 0.50000
epoch 2, step 33: train_loss 1.25830; train_acc 0.37500
epoch 2, step 34: train_loss 1.61538; train_acc 0.25000
epoch 2, step 35: train_loss 1.24846; train_acc 0.62500
epoch 2, step 36: train_loss 1.30207; train_acc 0.50000
epoch 2, step 37: train_loss 0.88864; train_acc 0.75000
epoch 2, step 38: train_loss 0.95791; train_acc 0.62500
epoch 2, step 39: train_loss 1.41373; train_acc 0.37500
epoch 2, step 40: train_loss 0.71026; train_acc 0.75000
epoch 2, step 41: train_loss 0.77570; train_acc 0.75000
epoch 2, step 42: train_loss 1.26161; train_acc 0.37500
epoch 2, step 43: train_loss 1.53300; train_acc 0.50000
epoch 2, step 44: train_loss 1.14584; train_acc 0.37500
epoch 2, step 45: train_loss 1.08605; train_acc 0.62500
epoch 2, step 46: train_loss 0.77793; train_acc 0.87500
epoch 2, step 47: train_loss 1.56987; train_acc 0.37500
epoch 2, step 48: train_loss 0.99985; train_acc 0.50000
epoch 2, step 49: train_loss 1.74855; train_acc 0.25000
epoch 2, step 50: train_loss 0.88539; train_acc 0.75000
epoch 2, step 51: train_loss 0.89244; train_acc 0.75000
epoch 2, step 52: train_loss 1.32643; train_acc 0.50000
epoch 2, step 53: train_loss 1.39692; train_acc 0.50000
epoch 2, step 54: train_loss 0.76349; train_acc 0.75000
epoch 2, step 55: train_loss 0.92312; train_acc 0.87500
epoch 2, step 56: train_loss 0.86632; train_acc 0.50000
epoch 2, step 57: train_loss 0.45702; train_acc 1.00000
epoch 2, step 58: train_loss 1.23530; train_acc 0.25000
epoch 2, step 59: train_loss 0.78160; train_acc 0.75000
epoch 2, step 60: train_loss 0.90150; train_acc 0.75000
epoch 2, step 61: train_loss 1.82181; train_acc 0.25000
epoch 2, step 62: train_loss 1.06494; train_acc 0.50000
epoch 2, step 63: train_loss 1.33097; train_acc 0.37500
epoch 2, step 64: train_loss 1.34019; train_acc 0.37500
epoch 2, step 65: train_loss 0.90478; train_acc 0.62500
epoch 2, step 66: train_loss 0.82987; train_acc 0.75000
epoch 2, step 67: train_loss 1.12896; train_acc 0.50000
epoch 2, step 68: train_loss 1.30498; train_acc 0.50000
epoch 2, step 69: train_loss 0.82629; train_acc 0.75000
epoch 2, step 70: train_loss 1.02578; train_acc 0.50000
epoch 2, step 71: train_loss 1.17530; train_acc 0.62500
epoch 2, step 72: train_loss 1.16563; train_acc 0.50000
epoch 2, step 73: train_loss 1.14903; train_acc 0.37500
epoch 2, step 74: train_loss 1.64350; train_acc 0.50000
epoch 2, step 75: train_loss 0.61165; train_acc 0.75000
epoch 2, step 76: train_loss 1.08415; train_acc 0.50000
epoch 2, step 77: train_loss 0.91568; train_acc 0.75000
epoch 2, step 78: train_loss 1.12575; train_acc 0.62500
epoch 2, step 79: train_loss 1.44289; train_acc 0.37500
epoch 2, step 80: train_loss 0.94083; train_acc 0.62500
epoch 2, step 81: train_loss 1.16872; train_acc 0.62500
epoch 2, step 82: train_loss 0.79178; train_acc 0.62500
epoch 2, step 83: train_loss 1.09027; train_acc 0.40000
Total # of test models:  277
val mean class acc. :  0.7021352386648438
val overall acc. :  0.75812274
val loss :  0.8487973204680852
epoch 3, step 1: train_loss 1.03106; train_acc 0.75000
epoch 3, step 2: train_loss 1.23866; train_acc 0.62500
epoch 3, step 3: train_loss 1.07121; train_acc 0.75000
epoch 3, step 4: train_loss 0.82486; train_acc 0.62500
epoch 3, step 5: train_loss 1.17714; train_acc 0.50000
epoch 3, step 6: train_loss 1.35838; train_acc 0.37500
epoch 3, step 7: train_loss 1.22999; train_acc 0.50000
epoch 3, step 8: train_loss 0.37907; train_acc 0.87500
epoch 3, step 9: train_loss 0.97976; train_acc 0.75000
